"votes","reviewID","reviewDate","courseID","instructorID","semester","inMajorMinor","whyTake","primaryComponent","tags","rating","difficulty","value","hours","again","instructorEffectiveness","instructorEnthusiasm","instructorAccommodationLevel","instructorEnjoyed","instructorAgain","wasAuthorized","content"
3,"e915aca1-9091-4205-9478-13efe2c7e393","2022-10-27 20:55:06.107+00","ECON0210","0E206A3DE3E62AAF4BBDBD358AA65EBE","F21","major","Required for Major/Minor","{Papers,Exams}","{""Chill and Relaxed"",""Lots of Homework"",""Tough Grading""}",3,6,3,5,False,4,8,6,False,False,1,"Professor Sommers is a nice man, but his method of teaching was way too traditional for a liberal arts college economics class being taught in 2021.  He would never use Canvas, made problem sets kind of annoying by only putting them on the board, and his exams were honestly fine. He put way too much emphasis on exams than anything else, and while I suppose that is normal for a lot of Economics classes, I found that he expected us to memorize a lot of information rather than truly absorb it. I regret not taking this class with another professor."
3,"2aec1eeb-a8f3-4180-ae1b-787284677eeb","2022-10-28 13:57:06.577+00","MATH0311","24D40C0872F9CE5ED2CDF6F2F9CB82EA","S22","major","Required for Major/Minor","{Exams,Lectures,Homework}","{""Chill and Relaxed"",""Fair Grading"",""Difficult Exams""}",8,6,10,6,True,9,10,10,True,True,0,"Prof. Lyford is the best. He makes a clear effort to get each student engaged in class with fun activities. The exams (two take home) in this class are definitely hard, but graded fairly. We never got through all of the homeworks that he said we would. The class ended with a project that was totally student-driven. I would take this class again if I had the chance! Definitely recommend."
3,"f7eedefb-ed06-4043-a4be-2eca8cab2049","2022-11-17 20:51:38.745+00","SPAN0308","DB0B7E063649E3F27FD17B2647FC894D","S22","minor","Elective for Major/Minor","{Presentations,""Group work"",Discussions}","{Fast-Paced,Project-Heavy,""Fair Grading""}",4,5,2,4,False,5,7,5,False,False,1,"I'm going to start off by saying my Spanish was probably more at a 220 level than a 300 level. The class was in Galician which is like Spanish but to the left. This was not included in the syllabus and I walked into class thinking we would be taught in Spanish. She doesn't actually teach Galician and it's up to you to learn the language. There are a couple of assignments in Galician but the major one (a 10-page paper) was in Spanish. She also doesn't get grades back to you in a timely way. I had no indication of how I was doing until my final grade came out. In general, I felt that most students had to google translate their way through this class, and for presentations, most seemed to memorize what they had to say as opposed to actually knowing it. Garcia is a super nice woman and, in any other class, would probably be a great professor. "
3,"3306fc5d-b680-4bb7-94f6-5ab162595052","2022-12-13 18:54:46.009+00","ECON0499","8D41AF182DA0A6CD7526D7033B665801","F22","major","Elective for Major/Minor","{Lectures,Homework,Papers}","{""Chill and Relaxed"",""Easy Grading"",""No Exams""}",10,2,8,3,True,10,10,10,True,True,1,"We had weekly homework assignments where we read 2 economics papers and answer questions about them - they were relatively easy and everyone got full marks on them. We also had 2 papers, both of which were very manageable and the grading was fair. The course content was also super interesting and the professor is really good and explaining complex concepts in an understandable way. Would definitely recommend taking the class if you're interested in behavioral economics or need a relatively easy 400-level class. "
3,"f3d6b2fb-7fa7-42b6-8e73-586ea264b2cb","2022-11-01 02:42:30.086+00","ECON0228","87EE090F0826CE5E23FBD81B605B22F6","S22","major","Elective for Major/Minor","{Homework,Lab/Fieldwork}","{""Chill and Relaxed"",""Fair Grading"",""Easy Exams""}",8,5,5,2,True,6,9,6,True,True,0,"Pecsok clearly is so passionate about farming. This class was great and the field trips were so much fun. So many different kinds of farms and yeah you sort of smell like manure after some trips but totally worth it. Sometimes it was slow and could be boring, but some of my favorite moments of the semester were in this class. A few quizzes, one exam and a paper at the end but nothing too crazy and you're definitely prepared for all of it. "
3,"89306b2c-d8da-4689-af87-a5bab1163b96","2022-11-02 21:27:36.913+00","ECON1232","DE1DDE977272E8B8D75E391E76AE93F1","W22","major","Elective for Major/Minor","{Papers,Discussions}","{""Fair Grading""}",8,5,9,3,True,8,8,7,True,True,1,"This is an awesome J-term for econ majors. Holmes is a fantastic professor, and Robin Lunge offers an interesting alternative perspective on local and national healthcare. The material is extremely relevant and interesting, and the only coursework is only minimal reading, a 1-2 page paper a week, and  a few in-class simulations you have to prepare for. I much preferred this to many other J-terms that have lots of reading and then a huge paper at the end. Take this class if you want to learn about health care industry (which everyone should)."
3,"770ac790-9b4b-4018-a3a2-cff6a87d10ed","2022-11-16 01:18:12.241+00","RUSS0414","293D4B7A7401F56541320CE7C1388AC1","F22","neither","Specific interest","{Readings,Discussions}","{""Chill and Relaxed""}",10,5,10,4,True,10,10,10,True,True,1,"Great course, I would highly recommend. The homework (mostly movies, short writings, and readings) is interesting and the class itself is super relaxed with fun discussion. Professor is very accommodating and supportive. My Russian has definitely improved, as has my understanding of Russian history, culture, politics, and current events. Again, I would highly recommend this class! "
3,"f8232130-5052-4e5e-87dd-4c73b1431d99","2023-01-18 15:32:14.21+00","AMST0175","F86D802267249A01F24AED3F3AAA917F","F22","neither","Specific interest","{Readings,Papers}","{""Chill and Relaxed"",""Constant Reading"",""Fair Grading""}",9,6,8,3,True,10,10,10,True,True,0,"Although this course was reading heavy, (for a stem major), all materials were very interesting and were always helpful when writing essays for her class. The class had a great mix of collaborative work and individual and I felt like the only place where this class caused me to lose sleep was with readings. Rachel Joo also always gave the opportunity to revise essays which was nice to have. "
3,"33ebfdec-f3d5-463d-b2c1-0b8c5f680e7b","2022-11-03 01:17:22.699+00","PSYC0224","32A0F54B8F0EBC79BCF945F9F43329BD","F21","major","Required for Major/Minor","{Exams,Papers}","{""Chill and Relaxed"",""Fair Grading"",""Easy Exams""}",7,5,6,2,True,9,8,8,True,True,1,"I love Martin Seehuus. His humor is bone dry but so funny if you pay attention to his extremely subtle humor. I have taken one class with him and plan to take another because he is super accommodating. His lectures can get a bit boring, but it happens and it's no worse than any other professor. "
3,"ca62fffd-7a89-48d4-935f-b7bf98bb8fc6","2022-11-11 15:24:51.656+00","ECON0150","09DAF2E83F6528BF828786C82BB39FB9","F22","major","Required for Major/Minor","{Exams,Readings,Homework}","{Fast-Paced,""Lots of Homework"",""Tough Grading""}",6,7,6,4,False,5,7,7,True,False,0,"Professor Artunç is certainly more difficult than other macro teachers, but he is not unfair. Office hours are absolutely essential to do well in his class as the problem sets are often confusing and extremely long. I would take another course with this professor but I would not recommend him to anyone that is not very interested in majoring or minoring in economics, or who is just not interested in economics at all."
3,"f297648a-3ad0-4a1c-8ffe-a0da241f7449","2022-11-16 04:58:38.045+00","SPAN0311","D641EEB98927F8CDEE8F2C89AB43BF18","F21","neither","Specific interest","{Readings,""Group work""}","{""Chill and Relaxed"",""Fair Grading""}",9,5,6,4,True,9,9,9,True,True,1,"Profe Fernandez is one of the best professors I've had here. He's upbeat, funny, accommodating, and good at engaging the class. In Hispanic Theater, we actually did not perform – we read four plays of differing genres, wrote an essay on one, and did a presentation on another. The plays were all decently interesting, and the amount of reading was never overwhelming. I was worried going in since I had done 220 during Covid and didn't think I had learned that much, but it was fine. For an 8 AM, Profe Fernandez made the class great."
3,"cecd1992-303f-47ad-942c-04ff28069801","2022-11-15 00:25:10.581+00","ECON0150","247A9113F6FEF7D8ADD5D2813807F5C8","F22","neither","To try something new","{Projects,Homework,Exams}","{""Lots of Homework"",""Fair Grading"",""Difficult Exams""}",6,5,6,8,True,6,8,6,True,True,1,"This class was a good introduction to macroeconomics, and I felt that all of the basic concepts were covered well. I do think that the textbook readings were a little excessive at times because most of the reading was not even discussed in class and we didn’t need to know the material on the exam. However, I think the professor was very good at explaining concepts and was very clear in what we needed to understand for exams. The problem sets can be long and the reading quizzes are tedious, but otherwise there is not a lot of other work for the class besides long-term work on the final project for the class. I am not intending on majoring in economics but I think this class was overall interesting and helped me understand overarching macroeconomic concepts, so I believe this class is worth taking."
3,"bad0dc87-9c0e-4b0a-9fc1-c28a3834fe62","2023-04-12 18:24:27.661+00","PSYC0201","6D7E704E5075E3A39713B5834042B150","S23","neither","Pre-requisite for later courses","{Lab/Fieldwork,Lectures,Homework}","{""Chill and Relaxed"",""Lots of Homework"",""Fair Grading""}",7,6,7,8,True,9,9,5,True,True,0,"Prof Collaer is an amazing instructor. She is very clear and understanding in her teaching which I really appreciated this semester. She is super organized, and spaced out all the lab assignments/hw, and exams very well throughout the semester. I am not the greatest at math(especially statistics which is very heavy in understanding concepts) but she always made it a point to reach out to me personally to see how well I was keeping up with things. Super sweet prof, highly recommend! "
3,"23c49f55-86e5-4db9-88b4-03b0723b622d","2022-11-20 20:06:30.213+00","ECON0229","7D4C6B2D9F24BDB5809D5947FC7338BC","S22","major","Required for Major/Minor","{Readings,Papers,Exams}","{""Constant Reading"",""Tough Grading"",""Difficult Exams""}",8,9,9,7,False,10,10,9,True,False,1,"Gregg is really nice and caring, but this class really is tough too. She has especially high standards for writing. An essay that you might've got an A elsewhere can be a B or worse in this class. Definitely be extremely careful with what you write in your essays for this class. Still, you'll learn a lot if you try to make it through the end, and I personally felt that my writing skills definitely improved after this class."
3,"df8a98b2-8ecb-4dd4-989c-afdd9b93bc62","2022-11-06 22:14:11.671+00","AMST0209","38281666015C523B87B3FB8F52EC48DA","F22","neither","Other","{Readings,Papers,Lectures}","{""Chill and Relaxed"",""Constant Reading"",""Fair Grading""}",10,4,9,2,True,10,10,10,True,True,0,"This has been my second course with Professor Lint Sagarena. he does an extremely well job in accommodating to student's needs and is a great listener. He explains the content in a manor that is easy to consume and relate to the readings. That being said, there will be a lot out-of-class readings. Professor Lint Sagarena has pop quizzes on certain readings (sometimes he tells you ahead of time). His quiz and paper questions are typically formed in a way that you are able to express your own opinions and perceptions of the readings, making it a great way to develop interpretation and communication skills."
3,"5ae369e2-4189-4ec8-bc91-71131a871c45","2022-11-15 00:40:57.572+00","SPAN0338","6E2A535AC2D05C2B9765F712CD5107E0","S22","minor","Required for Major/Minor","{""Group work"",Presentations,Discussions}","{Fast-Paced,""Lots of Homework"",""Project Exams""}",8,5,5,5,True,7,5,5,True,True,1,"I really enjoyed this class and thought Alla Fil was a great professor. It is fairly homework intensive but you learn about a new topic for every class so it keeps things new and interesting. Group work is a big component of the class, as are presentations. Only take this class if you're excited about improving your conversational Spanish and really willing to participate and talk a lot and are comfortable presenting to the class for long periods of time. Despite sometimes being challenging, the class atmosphere was really great and it felt easy to make mistakes or ask questions. This class made me decide to minor in Spanish and I would highly recommend it. "
3,"8f6bc1cb-494a-4ef5-929e-07fda88ed382","2022-12-18 21:26:46.357+00","MATH0310","FE02890B0656E74799D3311D486B4412","F22","major","Elective for Major/Minor","{Lectures,Homework,Exams}","{""Lots of Homework"",""Fair Grading"",""Difficult Exams""}",10,6,7,6,True,10,10,8,True,True,0,"This is an awesome class. The material is interesting and Peterson is such a great professor. His lectures are always engaging, interesting, clear, and well-organized. His personality and humor comes through in his teaching. I cannot emphasize enough how great Peterson is. It's not an easy class, by any means, but it is intuitive and Peterson is always willing to help students. There was one problem set every week for homework, which prepare you well for the exams."
3,"e926db59-fc0f-4657-af20-6be254c6b6d9","2022-10-28 15:30:46.209+00","SPAN0220","CEA9F75B39CA2A867ABB252B6E686FD6","F22","neither","Specific interest","{Exams,""Group work"",Homework}","{""Lots of Homework"",""Chill and Relaxed"",""Fair Grading""}",8,5,8,4,True,10,10,10,True,True,0,"I loved taking her class. She's passionate and engaging; she creates a safe space within her classroom. There is assigned homework after every class, and you'll have to complete it to participate in class since part of the lesson is going over the homework prompts. Furthermore, group work is a huge part of the class, so be prepared to talk and discuss every time you get to class. Additionally, attendance is key because a lot of important information regarding projects or big assignments will be discussed in class. Overall, it's one of my favorite classes and I would definitely take another one of her courses. "
3,"f940af59-7edf-46c1-a3b5-3a974fd8a778","2022-11-10 02:02:57.634+00","WRPR0203","CEA61494686073E71ED939F0517D4FF2","F22","neither","Specific interest","{""Group work"",Papers}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",10,3,9,1,True,10,10,8,True,True,1,"Hector is the best!! This class allowed me to reflect on my athletic career in an academic setting and compare my experience with other athletes. Hector truly cares about his students. I also enjoy the peer review writing workshops, and feel they have helped me improve my personal essay writing techniques."
3,"e279a290-1960-46fb-b811-cd05022eede3","2022-10-29 02:16:56.023+00","ECON0211","3DAE4B8382EE810A238661903DCDA2B7","S22","major","Required for Major/Minor","{""Group work"",Exams}","{Fast-Paced,""Easy Exams""}",7,6,7,7,True,8,8,7,True,True,1,"Byker was phenomenal. She made regression relatively painless –her explanations were clear and backed up with slides, homework was sufficient to promote learning but not overbearing, and the exams were completely fair. Much of the reading was interesting – useful and applicable real-world examples complemented the drier material characteristic of ECON0211. 

Of the 20+ courses I've taken here at Midd, her and Prof Kubacki (Math) stand out among the most prepared and intelligent. If you have to take Regression Analysis, I would strongly recommend taking it with her.  "
3,"5032b3e3-df9d-4be8-b3f3-7e8a45cc8989","2022-11-01 23:23:45.164+00","MATH0323","DBEDDD428ECE9A09E78D86A43290171F","S22","major","Required for Major/Minor","{Homework}","{""Lots of Homework"",""Difficult Exams""}",5,9,5,6,False,9,10,7,True,True,1,"Real Analysis is a very hard class, but Prof. Abbott is the guy. Having written a fairly famous book on the subject and taught this class at Middlebury for almost 20 years, he certainly knows his stuff and teaches it well. The issue is that Analysis is extremely hard -- and an experience to which every math major can relate. Overall, very difficult class that is taught really well. If you have to take Analysis, take it with Steve."
3,"d512f3b0-489a-48eb-8700-40339906a515","2022-11-01 15:39:29.003+00","ECON0210","41A9AE26E0CFD30EF48A0BA512363F4E","S22","neither","Pre-requisite for later courses","{""Group work"",Exams,Lab/Fieldwork}","{""Chill and Relaxed"",""Fair Grading"",""Project Exams""}",5,5,5,4,True,5,7,7,False,True,0,"Professor Rao made this course very accessible and was accommodating to the needs of students. In addition to lectures in class, he posted videos and materials online. He also allowed students to attend class via Zoom. Grades were effort-based and determined by a point system, which essentially allows you to know from the beginning of the semester how many assignments/which assignments you need to do to achieve the grade that you want."
3,"a43dfd34-74dc-47d3-9ce0-f70e80c29fc7","2022-11-03 16:36:25.408+00","BIOL0392","B1EFA2C8D3C58A19538445BF723BF868","S22","major","Required for Major/Minor","{Research,Presentations,Projects}","{Project-Heavy,""No Exams"",Fast-Paced}",8,8,8,9,True,8,8,9,True,True,0,"The vast majority of the work in Con Bio is related to research projects which aim to help real-life conservation organizations. The syllabus (not the course description) mentioned that you're recommended to have experience with ArcGIS and coding and that Biostatistics would be helpful. These were not necessary to complete work in the class. Beyond this, there is also a heavy emphasis on career paths in conservation biology. Coupled with the large amount of work required for the projects, this emphasis may make the class more suited for a junior or senior than a sophomore. Don't underestimate the projects, but do go to office hours often. Dr. Mychajliw is very accomodating."
3,"fb0aba59-2fc0-4cd5-935b-862121c5cd2a","2022-11-10 20:32:57.029+00","ECON0150","247A9113F6FEF7D8ADD5D2813807F5C8","F22","major","Required for Major/Minor","{""Group work"",Exams,Homework}","{""Chill and Relaxed"",""Constant Reading"",""Fair Grading""}",10,5,10,4,True,10,10,6,True,True,0,"You must read a textbook chapter every week to complete a quiz. The quizzes are not complicated. The problem sets are somewhat challenging because the questions are ambiguous. Professor Wolcott also worked for the FED. If you are interested in an internship or a full-time job at one of the regional banks, she is the person to talk to. "
3,"c1c63a1a-1a22-4538-b556-b8bd2420b2ea","2022-11-03 00:03:06.639+00","MATH0118","24D40C0872F9CE5ED2CDF6F2F9CB82EA","F21","neither","Specific interest","{Exams,Homework,""Group work""}","{Project-Heavy,""Fair Grading"",Fast-Paced}",8,6,8,4,True,10,10,10,True,True,0,"Alex is one of the finest professors I've had (if not, the best). He is very clear and does not let people fall behind, and all the work is reasonable. He's incredibly approachable and knowledgeable, and I felt that I could ask him anything. This was a super fascinating course that dealt with R-Studio and taught me a lot of fundamentals that I have been able to use in other courses; it was cool to make graphs and see trends in data based on coding, and as someone that had never taken a coding class before, I felt like this one was perfect. Once you get the hang of it, this class is fun and the assignments are almost like puzzles/games, where you can choose how you answer/approach questions. "
3,"c5ebf729-493d-4d67-bf51-61ae8227c2c4","2022-12-31 15:05:23.921+00","MATH0118","552086838C44282876CF205B42345EE7","F22","major","Specific interest","{Lectures,Projects,Homework}","{""Chill and Relaxed"",""Fair Grading"",""Easy Exams""}",9,2,8,2,True,10,8,10,True,True,0,"Really great course! My only regret was taking it after already completing MATH 211 and MATH 311. Unfortunately, this course overlapped significantly with the material from those two. However, the review was still useful, and all of the material I hadn't already seen was extremely helpful. I feel like a much more competent R user after this course. I have already put many of the techniques we learned in this class to use in a final project for another course. "
3,"eb38bcf1-cc33-4717-93e6-abf9ccf06b21","2023-01-05 03:57:41.486+00","SPAN0331","DB0B7E063649E3F27FD17B2647FC894D","F22","neither","Distribution elective","{Papers,Lectures,Readings}","{""Constant Reading"",""Fair Grading"",""No Exams""}",8,6,7,5,True,10,10,8,True,True,0,"Lesta Laura Garcia is an amazing professor and a great person. She is a very understanding professor and is willing to work with students if they have any questions or concerns. She enjoys the topic and is very knowledgeable about Spanish history. The class was fun due to the mix between readings and movie screenings. There were more readings but students are able to write about either for essays. We had two papers and one group project which we had to present to the class. There were also Canvas discussions for this class. I personally enjoyed writing the papers over writing the Canvas discussions. This class helped me feel more confident in speaking Spanish even if I didn't know every single word. Very valuable class, especially if you will be studying in Spain in the near future.  "
3,"f68524fe-6fe1-4ebe-879a-583c1311b478","2022-11-11 00:07:13.901+00","BIOL0350","74B64E9044F9B3A5047B8555CB148C91","S22","neither","Specific interest","{Lectures,Exams,Presentations}","{""Fair Grading""}",6,7,9,4,False,6,8,5,False,False,1,"The class material is VERY interesting. Classes are mostly lecture style. He prints out a copy of the slides for students each week and you can fill in the information from each slide during his lectures. There are many small details, but he gives you everything you need to now for the exam on the lectures slides. Give yourself time to study the lectures slides very well and you'll do great! "
3,"ed043799-ebc4-4159-bb81-baaa4b84a207","2023-03-26 04:07:52.524+00","MATH0241","C13BB2BE4E7F885F54ED380FE9E93B05","S22","major","Elective for Major/Minor","{Lectures}","{""Chill and Relaxed""}",5,2,5,1,True,5,5,5,False,False,1,"A pretty mediocre course, likely because Dorman had to teach it over Zoom due to some medical issues. There is a clear disconnect between the lectures and the assignments; in the lectures, Dorman would spend a great deal of time proving various theorems, but the homework was either applying these theorems or writing very elementary proofs. In other words, you had to motivate yourself to pay attention to the lectures, since you did not need to do so to succeed on assignments. The course probably had the lightest workload of any class I've taken at Midd (the 1 hour/week is not hyperbole). Overall, the course isn't bad, and Dorman isn't bad, but you probably won't remember much at all after the semester is over."
3,"f4136b4e-a2ab-40df-b50a-891fccb45b33","2022-11-03 15:19:46.785+00","ECON0155","36C0FFC8FBF0B8830027CB0B726E96E9","F22","major","Required for Major/Minor","{Homework,Exams}","{Fast-Paced,""Lots of Homework"",""Difficult Exams""}",8,5,7,2,True,10,10,10,True,True,1,"Professor Sunder's was an amazing professor. Super passionate about what he teaches. Accessible and helpful during office hours. Occasionally, he does break off into a tangent which makes it hard to follow, but they're quite interesting. I recommend this course and this teacher if you want to major in economics, but if you're trying to just get a distribution, take Intro to Macroeconomics, it's an easier course."
3,"f58ecef5-9f78-4aa9-9b35-633f16d2402f","2022-12-28 01:44:56.85+00","NSCI0309","6D7E704E5075E3A39713B5834042B150","F22","major","Elective for Major/Minor","{Exams,Research,Lectures}","{""Chill and Relaxed"",""Fair Grading"",""Difficult Exams""}",6,7,9,4,False,10,10,10,True,True,1,"I had a great experience with Collaer and thought she was a great lecturer- I found the lectures to be engaging and she was always happy to answer questions. You definitely have to be paying attention the whole class because there is a lot of material to cover. The lectures were the most helpful part in learning the material, but the textbook readings are a good supplement (but super dense). I thought the exams were the most difficult part of the class and definitely more time studying for them than for other classes I have taken. There is also a big research essay due at the end of the course. The material itself was super interesting to me, so overall I had a great experience."
3,"bf1b17a2-d07b-4887-a647-e3373a057fdf","2022-10-26 01:56:05.915+00","ECON0150","5E14E6768ADB88CB41EE61FC82F958AF","F21","neither","Specific interest","{Homework,Exams,Lectures}","{}",4,5,3,6,False,5,4,5,False,False,0,"I didn't particularly feel there was much enthusiasm on the professor's part. Granted, I took this course when it was only available online so hopefully it is better now. Even though I am not an Econ major I do have a lot of interest in the subject, so I was very disappointed by the lackluster nature of this course, its heavy reliance on the textbook and the long boring lectures that were mostly occupied with studying supply/demand curves and very rarely with the real world significance of what we were learning. We were assigned a problem set once a week and there was a large midterm and final accompanied by periodic quizzes. The grading often seemed somewhat arbitrary and unnecessarily tough. There were several instances where I openly disagreed with the professor about the way she worded questions on the exams. Overall this was not a great introduction to the Econ department, and I wouldn't recommend it to a friend (or I would at least encourage them to choose a different professor.)"
3,"296a5115-9534-407a-913b-ddc2a6328896","2022-11-11 07:05:39.34+00","PSYC0201","6092FF719F9ED014EB91C7EE975B7F59","F21","neither","Distribution elective","{Homework,Projects,Exams}","{""Lots of Homework"",""Fair Grading"",""Chill and Relaxed""}",10,6,8,5,True,9,10,10,True,True,1,"I really enjoyed this course and thought that Professor Zhai was very effective and clear in their teaching. Throughout the course, you learn about different statistical tests that you can encounter in studies/papers. The math is very easy and the only tricky part is being able to tell which tests to use in different scenarios. The exams were fair and similar to the problems we worked on in class. "
